adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,genres
False,/yv7XGQctTMrFM5ZiEm80zk3Jlw2.jpg,"[18, 10749]",522924,en,The Art of Racing in the Rain,"A family dog – with a near-human soul and a philosopher's mind – evaluates his life through the lessons learned by his human owner, a race-car driver.",22.15,/mi5VN4ww0JZgRFJIaPxxTGKjUg7.jpg,2019-08-08,The Art of Racing in the Rain,False,8.198,1456,"Drama, Romance"
False,/ysnVjBz5iRSRSl3xrNcQTUfa4L3.jpg,"[878, 80]",185,en,A Clockwork Orange,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",46.742,/4sHeTAp65WrSSuc05nRBKddhBxO.jpg,1971-12-19,A Clockwork Orange,False,8.2,12717,"Science Fiction, Crime"
False,/948wWGWLuG2ZIqRMLgfBjmm7tuR.jpg,"[18, 14, 16]",610892,ja,ヴァイオレット・エヴァーガーデン 外伝 - 永遠と自動手記人形 -,"Isabella, the daughter of the noble York family, is enrolled in an all-girls academy to be groomed into a dame worthy of nobility. However, she has given up on her future, seeing the prestigious school as nothing more than a prison from the outside world. Her family notices her struggling in her lessons and decides to hire Violet Evergarden to personally tutor her under the guise of a handmaiden.  At first, Isabella treats Violet coldly. Violet seems to be able to do everything perfectly, leading Isabella to assume that she was born with a silver spoon. After some time, Isabella begins to realize that Violet has had her own struggles and starts to open up to her. Isabella soon reveals that she has lost contact with her beloved younger sister, whom she yearns to see again.  Having experienced the power of words through her past clientele, Violet asks if Isabella wishes to write a letter to Taylor. Will Violet be able to help Isabella convey her feelings to her long-lost sister?",16.642,/3BV1M10SuSi5jOJbSDQQtjX96ov.jpg,2019-09-06,Violet Evergarden: Eternity and the Auto Memory Doll,False,8.197,361,"Drama, Fantasy, Animation"
False,/uWVkEo9PWHu9algZsiLPi6sRU64.jpg,"[36, 18]",556574,en,Hamilton,"Presenting the tale of American founding father Alexander Hamilton, this filmed version of the original Broadway smash hit is the story of America then, told by America now.",16.577,/h1B7tW0t399VDjAcWJh8m87469b.jpg,2020-07-03,Hamilton,False,8.197,1384,"History, Drama"
False,/5nkKy7eEDsXqsxFLJy3GxZhE90J.jpg,"[16, 14, 18, 12]",476292,ja,さよならの朝に約束の花をかざろう,"Maquia is a member of a special race called the Iorph who can live for hundreds of years. However, Maquia has always felt lonely despite being surrounded by her people, as she was orphaned from a young age. She daydreams about the outside world, but dares not travel from her home due to the warnings of the clan's chief.  One day the kingdom of Mezarte invades her homeland. They already have what is left of the giant dragons, the Renato, under their control, and now their king wishes to add the immortality to his bloodline.  They ravage the Iorph homeland and kill most of its inhabitants. Caught in the midst of the attack, Maquia is carried off by one of the Renato. It soon dies, and she is left deserted in a forest, now truly alone save for the cries of a single baby off in the distance. Maquia finds the baby in a destroyed village and decides to raise him as her own, naming him Ariel. Although she knows nothing of the human world, how to raise a child that ages much faster than her.",20.909,/uEHRrl6M5MekLNMg0xHvoWnxxi6.jpg,2018-02-24,Maquia: When the Promised Flower Blooms,False,8.2,622,"Animation, Fantasy, Drama, Adventure"
False,/kTUUiKGKrdRhJsCcYT3Ivtfuuzh.jpg,[18],5156,it,Ladri di biciclette,"Unemployed Antonio is elated when he finally finds work hanging posters around war-torn Rome. However on his first day, his bicycle—essential to his work—gets stolen. His job is doomed unless he can find the thief. With the help of his son, Antonio combs the city, becoming desperate for justice.",11.738,/uIieYz7UmOwzh8O3tscOvdsYit8.jpg,1948-07-21,Bicycle Thieves,False,8.195,2351,Drama
False,/7tBfYcZH4P4AA1oFzjflUTSDZgx.jpg,"[14, 18]",490,sv,Det sjunde inseglet,"When disillusioned Swedish knight Antonius Block returns home from the Crusades to find his country in the grips of the Black Death, he challenges Death to a chess match for his life. Tormented by the belief that God does not exist, Block sets off on a journey, meeting up with traveling players Jof and his wife, Mia, and becoming determined to evade Death long enough to commit one redemptive act while he still lives.",13.973,/j6z3c6dGXtPHUATJX8J7Y70mM1S.jpg,1957-02-16,The Seventh Seal,False,8.194,2930,"Fantasy, Drama"
False,/tbF57JNof8j3X14GhZtqafkrziU.jpg,"[878, 12]",313106,en,Doctor Who: The Day of the Doctor,"In 2013, something terrible is awakening in London's National Gallery; in 1562, a murderous plot is afoot in Elizabethan England; and somewhere in space an ancient battle reaches its devastating conclusion. All of reality is at stake as the Doctor's own dangerous past comes back to haunt him.",11.585,/yxLra5R61s5J4M5L3mqOY42K5md.jpg,2013-11-23,Doctor Who: The Day of the Doctor,False,8.191,743,"Science Fiction, Adventure"
False,/7S7PE3vK9Eh5uzCYBDGk5qTJeYW.jpg,"[18, 80, 53]",629,en,The Usual Suspects,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",32.301,/rWbsxdwF9qQzpTPCLmDfVnVqTK1.jpg,1995-07-19,The Usual Suspects,False,8.185,10256,"Drama, Crime, Thriller"
False,/sj2aZDetPE8RoOCAm5QJitCNfLr.jpg,[18],797,sv,Persona,"A young nurse, Alma, is put in charge of Elisabeth Vogler: an actress who is seemingly healthy in all respects, but will not talk. As they spend time together, Alma speaks to Elisabeth constantly, never receiving any answer.",11.405,/mAE4uwrXLlzo5AAxEorFvErdumq.jpg,1966-10-18,Persona,False,8.184,2104,Drama
False,/5Lbm0gpFDRAPIV1Cth6ln9iL1ou.jpg,"[18, 37]",68718,en,Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",54.429,/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,2012-12-25,Django Unchained,False,8.181,26008,"Drama, Western"
False,/txKj2q2bBUl7KqPkcSx19qB7Ylw.jpg,"[18, 53]",26451,it,Indagine su un cittadino al di sopra di ogni sospetto,"Rome, Italy. After committing a heinous crime, a senior police officer exposes evidence incriminating him because his moral commitment prevents him from circumventing the law and the social order it protects.",7.865,/vPTZwlq1IC4o1DCsEZEl2uGljzm.jpg,1970-10-16,Investigation of a Citizen Above Suspicion,False,8.181,761,"Drama, Thriller"
False,/7Wev9JMo6R5XAfz2KDvXb7oPMmy.jpg,"[9648, 53]",77,en,Memento,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.",27.76,/nWtySDlffTfwAa0rSfq61o33ZXV.jpg,2000-10-11,Memento,False,8.181,14701,"Mystery, Thriller"
False,/19vTfircuojU00I6xtRdy3DrF1e.jpg,[35],620683,pt,Minha Mãe é uma Peça 3: O Filme,Dona Hermínia will have to rediscover and reinvent herself because her children are forming new families. This supermom will have to deal with a new life scenario: Marcelina is pregnant and Juliano is getting married.,8.202,/zw77BFPGJ73Lig8GwRzYj1XHq53.jpg,2019-12-26,My Mom Is a Character 3,False,8.18,471,Comedy
False,/9guoVF7zayiiUq5ulKQpt375VIy.jpg,"[16, 28, 14, 12]",592350,ja,僕のヒーローアカデミア THE MOVIE ヒーローズ：ライジング,"Class 1-A visits Nabu Island where they finally get to do some real hero work. The place is so peaceful that it's more like a vacation... until they're attacked by a villain with an unfathomable Quirk! His power is eerily familiar, and it looks like Shigaraki had a hand in the plan. But with All Might retired and citizens' lives on the line, there's no time for questions. Deku and his friends are the next generation of heroes, and they're the island's only hope.",41.655,/zGVbrulkupqpbwgiNedkJPyQum4.jpg,2019-12-20,My Hero Academia: Heroes Rising,False,8.178,1142,"Animation, Action, Fantasy, Adventure"
False,/k7ikHE02GtH0yuv8CLOrmlJi4Bx.jpg,"[27, 10402, 9648]",92060,en,Michael Jackson's Thriller,"A night at the movies turns into a nightmare when Michael and his date are attacked by a horde of bloody-thirsty zombies. On top of the success of the Thriller album and Michael Jackson's electrifying performance at Motown 25, the short film/music video for ""Thriller"" established Jackson as an international superstar and global phenomenon. Thriller is credited for transforming music videos into a serious art form, breaking down racial barriers in popular entertainment, popularizing the making-of documentary format and creating a home video market. The success transformed Jackson into a dominant force in global pop culture. In 2009, it became the first music video inducted into the United States National Film Registry by the Library of Congress as ""culturally, historically or aesthetically significant"". ""Thriller"" was also Jackson's seventh and final U.S. Hot 100 Top 10 hit from the Thriller album. It was the first album in history to have seven U.S. Top 10s.",17.434,/dYHGoPMkZMVuBA4EydmDQMo1EEv.jpg,1983-11-14,Michael Jackson's Thriller,False,8.178,667,"Horror, Music, Mystery"
False,/mAhCW7QbpL5kwvCWGsfyY3ILoW6.jpg,"[35, 18]",10098,en,The Kid,A tramp cares for a boy after he's abandoned as a newborn by his mother. Later the mother has a change of heart and aches to be reunited with her son.,17.653,/drgMcyTsySQBnUPGaBThCHGdlWT.jpg,1921-01-21,The Kid,False,8.2,2065,"Comedy, Drama"
False,/wqgZSvgoctaadgwUdPYVsksivxn.jpg,"[35, 18, 10749]",20334,en,The Shop Around the Corner,"Two employees at a gift shop can barely stand one another, without realising that they are falling in love through the post as each other's anonymous pen pal.",21.117,/dZ1aEzGYRiqJwPfjS6VL7wUkHmF.jpg,1940-01-12,The Shop Around the Corner,False,8.176,706,"Comedy, Drama, Romance"
False,/jLq0ol1f0ZKXni9R9GsPBcyPrNN.jpg,[18],18148,ja,東京物語,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",12.158,/g2YbTYKpY7N2yDSk7BfXZ18I5QV.jpg,1953-11-03,Tokyo Story,False,8.176,1029,Drama
False,/re3ZvlKJg04iLpLRf1xTKHS2wLU.jpg,"[10770, 16, 12, 35, 14, 10402]",537061,en,Steven Universe: The Movie,"Two years after bringing peace to the galaxy, Steven Universe sees his past come back to haunt him in the form of a deranged Gem who wants to destroy the Earth.",15.136,/8mRgpubxHqnqvENK4Bei30xMDvy.jpg,2019-10-07,Steven Universe: The Movie,False,8.2,772,"TV Movie, Animation, Adventure, Comedy, Fantasy, Music"
False,/921vUyXdfIYpaXqu5Lnf3nVb4IJ.jpg,"[16, 28, 14]",810693,ja,劇場版 呪術廻戦 0,"Yuta Okkotsu is a nervous high school student who is suffering from a serious problem—his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse, his plight is noticed by Satoru Gojo, a teacher at Jujutsu High, a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll, but can he learn enough in time to confront the curse that haunts him?",93.023,/23oJaeBh0FDk2mQ2P240PU9Xxfh.jpg,2021-12-24,Jujutsu Kaisen 0,False,8.172,1370,"Animation, Action, Fantasy"
False,/e5MvOQIIouSgQcBHCMNA6Rsbwnd.jpg,[18],81481,ko,도가니,"Based on actual events that took place at Gwangju Inhwa School for the hearing-impaired, where young deaf students were the victims of repeated sexual assaults by faculty members over a period of five years in the early 2000s.",22.732,/mbMp0oIFmYnw0i5gzRoKt8cH5ve.jpg,2011-09-22,Silenced,False,8.172,618,Drama
False,/39LXWfH7jWRcpJCBn7Hp4Vpv53S.jpg,"[18, 35, 10752]",1026227,it,C'è ancora domani,"In post-war Italy, the family of typical housewife Delia is in turmoil over the impending engagement of beloved firstborn Marcella. The arrival of a mysterious letter, however, will ignite Delia's courage to face her abusive husband and imagine a better future.",31.502,/4Hi7yjiQjokEDStT1MOj5rPgRfW.jpg,2023-10-26,There's Still Tomorrow,False,8.167,1168,"Drama, Comedy, War"
False,/6WRrGYalXXveItfpnipYdayFkQB.jpg,"[18, 53, 80]",1422,en,The Departed,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",36.219,/nT97ifVT2J1yMQmeq20Qblg61T.jpg,2006-10-04,The Departed,False,8.167,14721,"Drama, Thriller, Crime"
False,/oVDkfWqMMTNryxq60eQdVMMYaw7.jpg,"[9648, 10749, 53]",426,en,Vertigo,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",31.863,/15uOEfqBNTVtDUT7hGBVCka0rZz.jpg,1958-05-28,Vertigo,False,8.167,5656,"Mystery, Romance, Thriller"
False,/cCvp5Sni75agCtyJkNOMapORUQV.jpg,"[28, 80, 18]",111,en,Scarface,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",72.468,/iQ5ztdjvteGeboxtmRdXEChJOHh.jpg,1983-12-09,Scarface,False,8.167,11674,"Action, Crime, Drama"
False,/xOMo8BRK7PfcJv9JCnx7s5hj0PX.jpg,"[878, 12]",693134,en,Dune: Part Two,"Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee.",282.198,/1pdfLvkbY9ohJlCjQH2CZjjYVvJ.jpg,2024-02-27,Dune: Part Two,False,8.164,5304,"Science Fiction, Adventure"
False,/aZQO50OgoUzrjMUbs1UzTD8y1Jc.jpg,"[35, 10749]",872,en,Singin' in the Rain,"In 1927 Hollywood, a silent film production company and cast make a difficult transition to sound.",22.79,/w03EiJVHP8Un77boQeE7hg9DVdU.jpg,1952-04-09,Singin' in the Rain,False,8.16,3092,"Comedy, Romance"
False,/rrsG3xYrWifoduZtsIZ4ntoDfBY.jpg,"[18, 10749]",289,en,Casablanca,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.",19.345,/5K7cOHoay2mZusSLezBOY0Qxh8a.jpg,1943-01-15,Casablanca,False,8.161,5350,"Drama, Romance"
False,/oLsts7ct0NVkdYpx5rZg10MG6zh.jpg,[18],489,en,Good Will Hunting,"When professors discover that an aimless janitor is also a math genius, a therapist helps the young man confront the demons that are holding him back.",64.065,/bABCBKYBK7A5G1x0FzoeoNfuj2.jpg,1997-12-05,Good Will Hunting,False,8.158,12202,Drama
False,/y2FNZLHynsevBnVTocGW6c3pQpr.jpg,[18],422,it,8½,"Guido Anselmi, a film director, finds himself creatively barren at the peak of his career. Urged by his doctors to rest, Anselmi heads for a luxurious resort, but a sorry group gathers—his producer, staff, actors, wife, mistress, and relatives—each one begging him to get on with the show. In retreat from their dependency, he fantasizes about past women and dreams of his childhood.",11.533,/zLuZVijIMgegoVgogRZwYNuBrtB.jpg,1963-02-14,8½,False,8.158,2238,Drama
False,/6yrbWzzrPp7pwz6zHdifspJk8t3.jpg,"[878, 18]",1398,ru,Сталкер,"Near a gray and unnamed city is the Zone, a place guarded by barbed wire and soldiers, and where the normal laws of physics are victim to frequent anomalies. A stalker guides two men into the Zone, specifically to an area in which deep-seated desires are granted.",20.086,/ttxJEwrVUOYJWJNURNr0mI3sRrj.jpg,1979-05-25,Stalker,False,8.155,2120,"Science Fiction, Drama"
False,/AmR3JG1VQVxU8TfAvljUhfSFUOx.jpg,"[27, 878]",348,en,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",192.579,/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg,1979-05-25,Alien,False,8.156,14543,"Horror, Science Fiction"
False,/gZWl93sf8AxavYpVT1Un6EF3oCj.jpg,"[80, 53, 18]",475557,en,Joker,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",303.567,/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg,2019-10-01,Joker,False,8.154,25224,"Crime, Thriller, Drama"
False,/2Jr2OBzoLLOYqQWnyN4eicZv0sL.jpg,"[12, 10751]",606856,en,Togo,"The untold true story set in the winter of 1925 that takes you across the treacherous terrain of the Alaskan tundra for an exhilarating and uplifting adventure that will test the strength, courage and determination of one man, Leonhard Seppala, and his lead sled dog, Togo.",25.424,/wX0QD36a80hxulcizz7tyahYOF8.jpg,2019-12-20,Togo,False,8.154,1982,"Adventure, Family"
False,/oaUWMPGxpb4OsVCrppmlhQA2bwb.jpg,"[18, 10752]",20941,es,Voces inocentes,"A young boy, attempting to have a normal childhood in 1980s El Salvador, is caught up in a dramatic fight for his life when he desperately tries to avoid the war that is raging all around him.",33.273,/hvwB4LdMCLzqXsk5ZjR77vzPkGk.jpg,2005-01-28,Innocent Voices,False,8.154,473,"Drama, War"
False,/sEW8q9al73rtow257dXAusD9yS7.jpg,[18],517814,ar,کفرناحوم,"After running away from his negligent parents, committing a violent crime and being sentenced to five years in jail, a hardened, streetwise 12-year-old Lebanese boy sues his parents in protest of the life they have given him.",17.473,/mFnfTVADj8yOxwzprYOmTPselk8.jpg,2018-09-20,Capernaum,False,8.153,1667,Drama
False,/37y53Jt8K6MvN6s4zJVFa61luO2.jpg,"[10749, 18]",851644,ko,20세기 소녀,"In 1999, a teen girl keeps close tabs on a boy in school on behalf of her deeply smitten best friend – then she gets swept up in a love story of her own.",106.414,/od22ftNnyag0TTxcnJhlsu3aLoU.jpg,2022-10-06,20th Century Girl,False,8.152,676,"Romance, Drama"
False,/4GWYk5VP9qu1rNSeNAwNaBy9mwS.jpg,"[10751, 16]",399106,en,Piper,"A mother bird tries to teach her little one how to find food by herself. In the process, she encounters a traumatic experience that she must overcome in order to survive.",10.627,/rfEkkVzmrMYqGezNLl02mVyJCP2.jpg,2016-06-16,Piper,False,8.148,1605,"Family, Animation"
False,/prQE97Ds6ElKtTuemJRCvGJFlZz.jpg,"[18, 10749]",133919,sv,Scener ur ett äktenskap,"Johan and Marianne are married and seem to have it all. Their happiness, however, is a façade for a troubled relationship, which becomes even rockier when Johan admits that he's having an affair. Before long, the spouses separate and move towards finalizing their divorce, but they make attempts at reconciling. Even as they pursue other relationships, Johan and Marianne realize that they have a significant bond, but also many issues that hinder that connection.",10.561,/ArKEdvJesIktFX8OAhcdKAOLl6I.jpg,1974-09-15,Scenes from a Marriage,False,8.147,339,"Drama, Romance"
False,/pcDc2WJAYGJTTvRSEIpRZwM3Ola.jpg,"[28, 12, 14]",791373,en,Zack Snyder's Justice League,"Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions.",78.652,/tnAuB8q5vv7Ax9UAEje5Xi4BXik.jpg,2021-03-18,Zack Snyder's Justice League,False,8.146,9894,"Action, Adventure, Fantasy"
False,/pi3yXaJzVxZUayUfqMekcsN199A.jpg,"[18, 10749, 53, 80]",575813,zh,少年的你,"A bullied teenage girl forms an unlikely friendship with a mysterious young man who protects her from her assailants, while she copes with the pressures of her final examinations.",22.823,/ev8PDIuKm2j3m3jWxw497zCLjzu.jpg,2019-10-25,Better Days,False,8.135,430,"Drama, Romance, Thriller, Crime"
False,/6aoyUbvu0419XLKLIMoH0TkEicH.jpg,"[80, 18]",103,en,Taxi Driver,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,42.415,/ekstpH614fwDX8DUln1a2Opz0N8.jpg,1976-02-09,Taxi Driver,False,8.143,12098,"Crime, Drama"
False,/aCHn2TXYJfzPXQKA6r9mKPbMlUB.jpg,"[35, 18]",37165,en,The Truman Show,"Every second of every day, from the moment he was born, for the last thirty years, Truman Burbank has been the unwitting star of the longest running, most popular documentary-soap opera in history. The picture-perfect town of Seahaven that he calls home is actually a gigantic soundstage. Truman's friends and family - everyone he meets, in fact - are actors. He lives every moment under the unblinking gaze of thousands of hidden TV cameras.",70.08,/vuza0WqY239yBXOadKlGwJsZJFE.jpg,1998-06-04,The Truman Show,False,8.143,18128,"Comedy, Drama"
False,/BBVAUchYvkmPThVIqipgAfabfl.jpg,[18],614,sv,Smultronstället,"Crotchety retired doctor Isak Borg travels from Stockholm to Lund, Sweden, with his pregnant and unhappy daughter-in-law, Marianne, in order to receive an honorary degree from his alma mater. Along the way, they encounter a series of hitchhikers, each of whom causes the elderly doctor to muse upon the pleasures and failures of his own life. These include the vivacious young Sara, a dead ringer for the doctor's own first love.",12.814,/iyTD2QnySNMPUPE3IedZQipSWfz.jpg,1957-08-28,Wild Strawberries,False,8.136,1598,Drama
False,/bblKpucB0XbyQBmfXsaRN985Rgh.jpg,[18],458220,en,Palmer,"After 12 years in prison, former high school football star Eddie Palmer returns home to put his life back together—and forms an unlikely bond with Sam, an outcast boy from a troubled home. But Eddie's past threatens to ruin his new life and family.",46.147,/xSDdRAjxKAGi8fUBLOqSrBhJmF0.jpg,2021-01-28,Palmer,False,8.134,1575,Drama
False,/4rsrxYDfIzvtAsIE9wevxPRXAk4.jpg,"[18, 10751]",406997,en,Wonder,"The story of August Pullman – a boy with facial differences – who enters fifth grade, attending a mainstream elementary school for the first time.",28.077,/sONh3LYGFcVDTy8pm1tbSOB13Li.jpg,2017-11-13,Wonder,False,8.134,7796,"Drama, Family"
False,/zvOJawrnmgK0sL293mOXOdLvTXQ.jpg,"[10749, 18]",398818,en,Call Me by Your Name,"In 1980s Italy, a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.",38.718,/mZ4gBdfkhP9tvLH1DO4m4HYtiyi.jpg,2017-07-28,Call Me by Your Name,False,8.132,11982,"Romance, Drama"
False,/mKEmuB7diOa7Ef0tJSGQ3fYJnNe.jpg,"[18, 10752]",600,en,Full Metal Jacket,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,53.697,/kMKyx1k8hWWscYFnPbnxxN4Eqo4.jpg,1987-06-26,Full Metal Jacket,False,8.132,10349,"Drama, War"
False,/kH8xW7K2Gp1KOXoeewcLPkfqZ8K.jpg,"[80, 18]",470044,en,The Hate U Give,"Raised in a poverty-stricken slum, a 16-year-old girl named Starr now attends a suburban prep school. After she witnesses a police officer shoot her unarmed best friend, she's torn between her two very different worlds as she tries to speak her truth.",24.097,/2icwBom0t5nmOuZI9FVXF3gkMK0.jpg,2018-10-19,The Hate U Give,False,8.131,2096,"Crime, Drama"
False,/bg4B52loVIYZTf3odGQKVV6B55h.jpg,[35],20914,it,Amici miei,"Four middle-aged friends in Florence organize together idle pranks (called zingarate, ""gypsy shenanigans"") in a continuous attempt to prolong childhood during their adult life.",25.142,/8Pm8SLjq2UHCwisd56ipHtzvZI1.jpg,1975-10-24,My Friends,False,8.129,690,Comedy
False,/rQaHA74pevnGsxcKGaoZVGWe9TC.jpg,"[16, 10751, 35, 14]",508442,en,Soul,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",67.452,/hm58Jw4Lw8OIeECIq5qyPYhAeRJ.jpg,2020-12-25,Soul,False,8.126,10323,"Animation, Family, Comedy, Fantasy"
False,/9xjUZjuYyehv2qnqMH0oR9nSTft.jpg,"[80, 28, 18, 53]",9702,en,Bound by Honor,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members of an East L.A. gang known as the ""Vatos Locos"", and the story focuses on how a violent crime and the influence of narcotics alter their lives. Miklo is incarcerated and sent to San Quentin, where he makes a ""home"" for himself. Cruz becomes an exceptional artist, but a heroin addiction overcomes him with tragic results. Paco becomes a cop and an enemy to his ""carnal"", Miklo.",40.868,/gvP6R6juhe2IpCG7QGDgjyUvm0g.jpg,1993-02-05,Bound by Honor,False,8.126,1298,"Crime, Action, Drama, Thriller"
False,/fcH7FM74GoHgOUnKjpGAoKOxWvY.jpg,"[35, 10752, 18]",55823,it,La grande guerra,"Italy, 1916. Oreste Jacovacci and Giovanni Busacca are called, as all the Italian youths, to serve the army in the WWI. They both try in every way to avoid serving the army.",5.675,/aDvKsUb5y7GMNMz2HHNtuGww5t8.jpg,1959-10-28,The Great War,False,8.125,339,"Comedy, War, Drama"
False,/eeMoFKxjjiCi6iep2GEZtSAMYIr.jpg,"[18, 878]",19,de,Metropolis,"In a futuristic city sharply divided between the rich and the poor, the son of the city's mastermind meets a prophet who predicts the coming of a savior to mediate their differences.",24.267,/vZIJxGnjcswPCAa52jhbl01FQkV.jpg,1927-02-06,Metropolis,False,8.125,2707,"Drama, Science Fiction"
False,/ul4WiN9EJxsMokdg7z4Y6iisvHS.jpg,"[28, 12, 14, 53]",518068,ko,신과함께-인과 연,"As the deceased soul Ja-hong and his three afterlife guardians prepare for their remaining trials for reincarnation, the guardians soon come face to face with the truth of their tragic time on Earth 1,000 years earlier.",43.579,/9BnqBHFGDv3WlCPB2qQwzAWdy7y.jpg,2018-08-01,Along with the Gods: The Last 49 Days,False,8.123,652,"Action, Adventure, Fantasy, Thriller"
False,/jqFjgNnxpXIXWuPsyfqmcLXRo9p.jpg,"[80, 53]",500,en,Reservoir Dogs,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",34.972,/xi8Iu6qyTfyZVDVy60raIOYJJmk.jpg,1992-09-02,Reservoir Dogs,False,8.123,14148,"Crime, Thriller"
False,/h3weAFgg06GqchI2xDfufBgSFTj.jpg,[18],600354,en,The Father,"A man refuses all assistance from his daughter as he ages and, as he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",21.765,/pr3bEQ517uMb5loLvjFQi8uLAsp.jpg,2020-12-23,The Father,False,8.123,3132,Drama
False,/cXQH2u7wUIX1eoIdEj51kHXoWhX.jpg,"[35, 80]",100,en,"Lock, Stock and Two Smoking Barrels",A card shark and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,15.595,/wt2TRBmFmBn5M5MBcPTwovlREaB.jpg,1998-08-28,"Lock, Stock and Two Smoking Barrels",False,8.122,6499,"Comedy, Crime"
False,/vINgGecnz95iDL6fjQMARDsocgG.jpg,"[28, 53, 878]",280,en,Terminator 2: Judgment Day,"Set ten years after the events of the original, James Cameron’s classic sci-fi action flick tells the story of a second attempt to get the rid of rebellion leader John Connor, this time targeting the boy himself. However, the rebellion has sent a reprogrammed terminator to protect Connor.",103.187,/5M0j0B18abtBI5gi2RhfjjurTqb.jpg,1991-07-03,Terminator 2: Judgment Day,False,8.121,12712,"Action, Thriller, Science Fiction"
